epoch;acc;loss;top_k_categorical_accuracy;val_acc;val_loss;val_top_k_categorical_accuracy
0;0.1503800000023842;6.061964620056153;0.38250000000476836;0.1573;5.925261863708496;0.4004
1;0.29524000000953676;5.03761264831543;0.605300000038147;0.2509;5.280987528991699;0.5401
2;0.39146;4.3462144270324705;0.7138000000381469;0.2339;5.586959478759765;0.5707
3;0.46235999998092653;3.823705856781006;0.7803000000190735;0.3251;4.74005685043335;0.6482
4;0.5194400000190735;3.41581205329895;0.8213800000381469;0.2832;5.144934795379639;0.5899
5;0.5593799999618531;3.080088515625;0.853059999961853;0.4396;3.611215158843994;0.7521
6;0.5874200000190735;2.821520831451416;0.87214;0.4403;3.532980448913574;0.7522
7;0.6178999999809265;2.6006252430725096;0.88946;0.4695;3.2189272468566896;0.7945
8;0.640359999961853;2.4210514631652833;0.9027799999809265;0.466;3.236286936569214;0.7796
9;0.6559800000381469;2.2740362240600587;0.9115199999618531;0.4898;3.098233317756653;0.788
10;0.674359999961853;2.145576930541992;0.9203999999809265;0.4349;3.3923699089050294;0.7425
11;0.69238;2.027760857772827;0.9294200000190734;0.4845;2.9833183952331543;0.7808
12;0.7049999999809266;1.9436707382202147;0.936;0.4814;3.069218618774414;0.7756
13;0.7159599999809265;1.8673257556533813;0.942100000038147;0.4387;3.3186411582946778;0.7293
14;0.7289200000381469;1.8003312773895264;0.94546;0.4746;3.151112942123413;0.7704
15;0.739479999961853;1.7370223386383057;0.9523799999809265;0.4856;2.889359187698364;0.7965
16;0.74684;1.694944468307495;0.954519999961853;0.542;2.6442233348846433;0.8225
17;0.7588199999809265;1.6392417641067505;0.9589000000190735;0.5013;3.0627369503021242;0.7978
18;0.76512;1.6085020461273194;0.96174;0.4901;3.028400326538086;0.7835
19;0.7779599999809265;1.5698258497619628;0.9636999999809265;0.4832;3.1734234588623047;0.7798
20;0.7831400000190735;1.5434063956451416;0.966440000038147;0.5796;2.5555221614837644;0.848
21;0.788220000038147;1.521100782623291;0.9681400000190735;0.5242;2.8886387756347656;0.8052
22;0.794240000038147;1.4978713859558106;0.97214;0.5717;2.496893081665039;0.8478
23;0.8002;1.4730070417785646;0.974340000038147;0.5356;2.8001547344207762;0.8221
24;0.804040000038147;1.4707201205825806;0.9739;0.525;3.0325692121505736;0.8057
25;0.8130400000190735;1.4461179293060302;0.977179999961853;0.5473;2.8629576507568357;0.8216
26;0.81566;1.4324563111877442;0.9782;0.572;2.5802202613830567;0.8517
27;0.819879999961853;1.4237750827789306;0.9789;0.5315;2.9789819458007814;0.8063
28;0.8277599999809265;1.4045988327026366;0.9808200000190734;0.5612;2.6541362308502197;0.8347
29;0.82972;1.3964039364624024;0.9826600000190735;0.5747;2.651216003417969;0.8351
0;0.8599;1.3084604120254517;0.9883000000190735;0.6592;2.168014710998535;0.8976
1;0.8706000000190735;1.2821836456298827;0.99046;0.6754;2.090603997039795;0.9063
2;0.876199999961853;1.264714510345459;0.9902200000381469;0.6801;2.0596648502349852;0.9079
3;0.8823600000190734;1.2468254458618164;0.991620000038147;0.685;2.038360775375366;0.9107
4;0.88876;1.2288629956817627;0.991960000038147;0.6901;2.021224633026123;0.9124
5;0.8939600000190735;1.2169910960388184;0.99228;0.693;2.007065933227539;0.9132
6;0.898;1.205003719177246;0.99328;0.6955;1.9948535915374757;0.914
7;0.9018;1.1923014647674561;0.9938;0.698;1.9845149826049804;0.9151
8;0.9041600000190735;1.1869571850585938;0.99452;0.6992;1.975001876449585;0.9168
9;0.908100000038147;1.1761907499694824;0.9941400000190734;0.7011;1.9669818199157716;0.9179
10;0.9098999999809265;1.171402202682495;0.99428;0.7025;1.9595812282562255;0.9183
11;0.9116799999809265;1.1650832277679444;0.99446;0.7041;1.953389856338501;0.9195
12;0.9141800000381469;1.158571876525879;0.9947400000190735;0.7053;1.9473795497894286;0.9203
13;0.9144000000381469;1.1550400843811035;0.9954800000190734;0.7063;1.9421452602386475;0.921
14;0.917459999961853;1.1502791023254395;0.994960000038147;0.708;1.9370482053756715;0.9214
15;0.9201999999809265;1.142782878036499;0.99536;0.7079;1.93251374168396;0.9217
16;0.9206599999809265;1.1399572575759889;0.99544;0.709;1.9280664806365966;0.9218
17;0.920780000038147;1.1370503608322144;0.9955;0.7099;1.9241405025482177;0.9226
18;0.923239999961853;1.1334209438323974;0.9958600000190735;0.7111;1.9205628326416015;0.9232
19;0.924559999961853;1.1274111457061768;0.99612;0.7123;1.9171399646759033;0.9234
20;0.9245800000190735;1.1258117876434326;0.99582;0.7132;1.913764647293091;0.9241
21;0.927200000038147;1.1217190139770508;0.99624;0.7138;1.9107425989151001;0.9244
22;0.92742;1.1206663914108277;0.99614;0.7148;1.907993800354004;0.9246
23;0.928080000038147;1.1161767179107667;0.99608;0.7152;1.905117826461792;0.9251
24;0.9297199999618531;1.1130683919143676;0.9963;0.7157;1.9023136367797853;0.925
25;0.93184;1.108317363357544;0.99658;0.716;1.8998557567596435;0.9252
26;0.9323599999809266;1.1067406201934815;0.99662;0.7167;1.897288368988037;0.9256
27;0.9336;1.1023520140075684;0.99674;0.7181;1.895131803894043;0.9258
28;0.9332400000190735;1.1023977507019043;0.99658;0.7184;1.8928269960403443;0.9266
29;0.933979999961853;1.0999531774139404;0.99682;0.7187;1.8906834587097168;0.9266
0;0.9335799999809266;1.1001044477844237;0.9970000000190735;0.719;1.8912690422058105;0.9265
1;0.934080000038147;1.1002434288787841;0.99686;0.7193;1.8913930797576903;0.9265
2;0.934799999961853;1.0984466159057618;0.99692;0.719;1.8914670948028565;0.9267
