epoch;acc;loss;top_k_categorical_accuracy;val_acc;val_loss;val_top_k_categorical_accuracy
0;0.231419999980926;443.573784486328;0.5037;0.2728;93.4802535888672;0.5
1;0.271860000009537;327.273046272217;0.499999999980927;0.2919;68.5593610229492;0.5
2;0.289499999980927;233.214225920898;0.500000000009537;0.3004;53.6001005310059;0.5
3;0.304799999990463;163.612625506348;0.5;0.3108;43.8812660766602;0.5
4;0.316400000009537;114.521861453552;0.5;0.3049;37.4403819641113;0.5
5;0.335520000019073;79.9777626535034;0.650940000019074;0.3555;28.7394016357422;0.7416
6;0.402580000019074;55.6252136437531;0.833900000019074;0.4004;22.7674957092285;0.893
7;0.463379999980926;37.6352774559631;0.920979999980926;0.4633;20.1383233398437;0.9216
8;0.49722;22.2590779616852;0.931180000019073;0.4898;18.2288068969727;0.9292
9;0.527200000038147;15.4590370604324;0.940999999961853;0.5303;16.6643196624756;0.9381
10;0.551560000019073;10.8953966445427;0.949280000019074;0.524;15.5421692230225;0.9342
11;0.574600000019074;7.84143820483399;0.95564;0.5555;14.4586460617065;0.9533
12;0.598760000038147;5.79838435203171;0.96028;0.5886;13.5077903656006;0.9613
13;0.620300000038147;4.38363429631424;0.964619999980926;0.5508;12.955626852417;0.9549
14;0.637920000019073;3.41402609595108;0.968139999980926;0.6044;12.1926542221069;0.9623
15;0.661400000038147;2.73854641061783;0.97178;0.5679;11.7481028564453;0.9554
16;0.677719999980926;2.25903026722717;0.973160000019073;0.6373;11.0673201019287;0.9715
17;0.695139999980926;1.91554204411316;0.978340000019074;0.6426;10.5862920501709;0.9725
18;0.708079999980926;1.66204063882828;0.979560000038147;0.675;10.1020550537109;0.9756
19;0.723239999961853;1.47040428928375;0.981420000038147;0.638;9.8739447555542;0.9747
20;0.734999999980926;1.32536441104889;0.983260000019073;0.7125;9.29352384338379;0.9798
21;0.749059999980927;1.21526697392273;0.984499999961853;0.6648;9.15372213287353;0.9732
22;0.759180000019073;1.12706034890366;0.986040000038147;0.6879;8.83437319946289;0.9598
23;0.770439999961853;1.05514026593018;0.986580000038147;0.6993;8.47492407073975;0.9801
24;0.779159999961853;0.993324287528992;0.987520000019074;0.7203;8.12627358093262;0.9817
25;0.789400000019073;0.945103036518097;0.98854;0.7237;7.87486396942139;0.9828
26;0.796319999961853;0.900326088264465;0.98914;0.6473;7.91733483276367;0.9741
27;0.80436;0.868602616626739;0.990280000019074;0.7549;7.34294420318604;0.9852
28;0.810979999980927;0.834558880550385;0.99048;0.7134;7.2943812210083;0.979
29;0.817039999980926;0.807560416877747;0.99136;0.7535;6.9363814239502;0.9817
30;0.822459999980926;0.782067644550324;0.991960000019074;0.735;6.896926121521;0.9768
