epoch;acc;loss;top_k_categorical_accuracy;val_acc;val_loss;val_top_k_categorical_accuracy
0;0.17374000000476836;3.0892994918823242;0.638720000038147;0.1;2.3025883445739748;0.5
1;0.09832000000119209;2.3026219985961913;0.49508;0.1;2.3025923988342285;0.5
2;0.09900000000953674;2.302625143890381;0.496279999961853;0.1;2.302589239501953;0.5
3;0.09914;2.302624351348877;0.4973199999809265;0.1;2.3025881401062014;0.5
4;0.09918000000476837;2.302605664138794;0.49891999999046327;0.1;2.302588799667358;0.5
5;0.09805999999761582;2.30262715675354;0.49815999999046323;0.1;2.302592630767822;0.5
6;0.10072000000476837;2.302583080215454;0.501679999961853;0.1;2.3025978778839113;0.5
7;0.09896000000476837;2.302620382385254;0.5011000000190735;0.1;2.302587890625;0.5
8;0.10084000000476837;2.3025970275115966;0.5046200000190735;0.1;2.3025900856018064;0.5
9;0.09971999999761581;2.3026293701171876;0.49626;0.1;2.302589427566528;0.5
10;0.09873999999761582;2.302628423919678;0.49781999996185305;0.1;2.3025892261505128;0.5
11;0.09971999999761581;2.302596916656494;0.49993999998092653;0.1;2.3025924304962158;0.5
12;0.09643999999761581;2.302638281478882;0.4941800000190735;0.1;2.302589784240723;0.5
13;0.09868000000476837;2.302629378890991;0.4973199999809265;0.1;2.302592082977295;0.5
14;0.09939999999523162;2.3026050706481933;0.50094;0.1;2.3026062057495116;0.5
15;0.10149999999761582;2.3026090367889402;0.49754;0.1;2.3026027114868164;0.5
16;0.09710000000953674;2.302613134918213;0.4996199999809265;0.1;2.3026159049987793;0.5
17;0.09955999999523163;2.3026086866760256;0.49982;0.1;2.302660975265503;0.5
18;0.09942000000476837;2.302628051223755;0.49650000000953676;0.1;2.3026037353515627;0.5
19;0.10058000000953675;2.302613868942261;0.4992600000190735;0.1;2.3026067863464355;0.5
20;0.09874000000476837;2.3026077449035642;0.49794000001907346;0.1;2.302605574798584;0.5
21;0.09909999999523163;2.3026196688842773;0.49556000001907347;0.1;2.3025932495117187;0.5
22;0.09947999999523163;2.302599072418213;0.50392;0.1;2.3025927814483644;0.5
23;0.0988;2.3026247645568847;0.4957000000190735;0.1;2.302588879776001;0.5
24;0.10086000000476837;2.3026092919158936;0.4990800000190735;0.1;2.3025910507202147;0.5
25;0.10108000000476837;2.30261384223938;0.49944;0.1;2.3025893539428712;0.5
26;0.09998;2.3026018520355223;0.50056;0.1;2.3025889991760256;0.5
27;0.09926000000476837;2.3026204429626467;0.49582;0.1;2.3025972057342527;0.5
