epoch;acc;loss;val_acc;val_loss
0;0.1001;110.46246344482422;0.1;83.39704064941407
1;0.10026000000238419;65.60154415039062;0.1;50.44857724609375
2;0.1000000000011921;39.85374482177734;0.1;31.161137585449218
3;0.1;25.69201135559082;0.1;21.41818751220703
4;0.09999999999523163;18.95178349182129;0.1;17.096251678466796
5;0.3141199999809265;6.2864723941040035;0.3226;3.5602797180175783
6;0.55182;2.2426475954437257;0.5385;2.1654753494262695
7;0.6434800000190735;1.697856531982422;0.5444;2.008358861541748
8;0.6971999999809265;1.4175664516830444;0.6912;1.4004259185791015
9;0.7362;1.2313635774230958;0.7026;1.3157008043289184
10;0.773840000038147;1.0890535684585572;0.7552;1.115497794342041
11;0.79948;0.9842135819244385;0.7006;1.2807946075439454
12;0.8154399999809265;0.9095487152481079;0.7578;1.1111051372528076
13;0.83092;0.8462490313148499;0.7907;0.933071919631958
14;0.842660000038147;0.7983118845558167;0.7802;1.0364784229278565
15;0.854919999961853;0.7495336494064331;0.7413;1.1711915414810181
16;0.859920000038147;0.721130725517273;0.7266;1.2026489381790162
17;0.8679599999809265;0.6855931985855103;0.7879;0.9977780364990234
18;0.8733200000190735;0.6593176005363465;0.8321;0.793179010772705
19;0.88106;0.6321425716781616;0.8;0.9232009935379029
20;0.88554;0.6133179131317139;0.7479;1.049076867866516
21;0.89222;0.5906742039871216;0.7802;1.0086657941818238
22;0.8941599999809265;0.5761567727088929;0.8113;0.8436527275085449
23;0.898580000038147;0.5616818404769898;0.7898;0.9345774063110351
24;0.9008200000190735;0.5478726379394532;0.8452;0.7136472777366638
25;0.904359999961853;0.5311766157150268;0.7974;0.8866939714431763
26;0.9094000000190735;0.5193012439727783;0.8148;0.8537955493450164
27;0.91246;0.5047682291030884;0.8582;0.684336189365387
28;0.91268;0.5032175872611999;0.7827;0.9385872179508209
29;0.9179399999809266;0.4858709112548828;0.8479;0.7446375881195069
30;0.91944;0.4778853187942505;0.8068;0.8763216639518738
31;0.9209599999618531;0.46949945499420165;0.852;0.7333165862083435
32;0.92312;0.46653791432380676;0.8035;0.9178985281944275
33;0.925079999961853;0.4561812167930603;0.8253;0.833058473777771
34;0.926220000038147;0.4533775101852417;0.8378;0.779499974822998
35;0.928640000038147;0.447421003780365;0.8574;0.7098400100708008
36;0.9280000000190735;0.44339494422912595;0.8523;0.7006924314975739
37;0.9294600000190735;0.43833729688644407;0.8556;0.7231053567886353
38;0.929479999961853;0.43855871786117556;0.8846;0.5882297704696655
39;0.9321;0.43130801439285277;0.8682;0.6537064562797547
40;0.935119999961853;0.4235487648963928;0.83;0.8061735149383545
41;0.93372;0.4240196359348297;0.8683;0.6608651033401489
42;0.9357200000381469;0.4158635887336731;0.8659;0.6643965341567993
43;0.9371600000190735;0.4128198641395569;0.8651;0.6672722152709961
44;0.9370199999809266;0.4159021322631836;0.8686;0.6447071989059449
45;0.9400199999809266;0.4075091551589966;0.8601;0.6825648809432984
46;0.939459999961853;0.40725496908187864;0.8473;0.7824819835662842
47;0.9378199999809265;0.405073846912384;0.8549;0.7355566926956176
48;0.9419000000190735;0.39897790390968324;0.8771;0.6161609000205993
49;0.944320000038147;0.392545253200531;0.8541;0.7589158842086792
50;0.941520000038147;0.39757889489173887;0.8545;0.7293862567901611
