epoch;acc;loss;val_acc;val_loss
86;0.8546200000190735;1.1152571942901612;0.6086;2.401572330093384
87;0.8563599999618531;1.1073077129364013;0.6077;2.4379311618804933
88;0.8553600000190735;1.103537024536133;0.6059;2.4376407291412354
89;0.85846;1.0964964267730712;0.6112;2.4803532508850097
90;0.8574600000381469;1.0920422915649415;0.6213;2.321078832244873
91;0.8579200000190735;1.08994576335907;0.6066;2.4309666938781738
92;0.8596399999809266;1.0881906941223145;0.6383;2.2961372592926024
93;0.8595200000190735;1.0809023585510253;0.6056;2.4291187440872193
94;0.8622999999809265;1.069660583000183;0.6128;2.377994567871094
95;0.86414;1.0629618814086914;0.6184;2.398072546386719
96;0.86588;1.0567693286514281;0.6182;2.3309423614501954
97;0.865259999961853;1.054924381828308;0.6238;2.3402154090881346
98;0.865200000038147;1.054163847694397;0.6214;2.3527396011352537
99;0.8705999999809265;1.035627783126831;0.6088;2.4425010635375974
100;0.86798;1.0403643329811096;0.6152;2.4418872566223144
101;0.86642;1.0434919857788085;0.6066;2.470989114379883
102;0.8717;1.027438553199768;0.6254;2.382281635284424
103;0.86802;1.0335704784393311;0.6245;2.326554290008545
104;0.8716200000190735;1.0238684547424317;0.6108;2.408583734893799
105;0.870239999961853;1.0232157647323608;0.6283;2.352308610534668
106;0.871619999961853;1.0184955878829955;0.6315;2.4264873697280884
107;0.8723400000190735;1.0130355043029786;0.6207;2.324761046600342
108;0.8727800000381469;1.0088970201492309;0.6244;2.3686421398162842
109;0.874820000038147;1.0052127166366578;0.6116;2.505045692062378
110;0.87414;1.006105062160492;0.6142;2.365176362800598
111;0.8740999999618531;1.003530141029358;0.614;2.460220111846924
112;0.8771400000190734;1.0016756880950928;0.6175;2.4365006908416746
113;0.874679999961853;0.9917444492530822;0.6209;2.395879552078247
114;0.877640000038147;0.9862059805297851;0.6148;2.446562201309204
115;0.8757199999809265;0.9891841014099121;0.6244;2.3659355491638183
116;0.878179999961853;0.9820321417236328;0.6279;2.35964326171875
117;0.879300000038147;0.9828551829528809;0.6089;2.4660763538360597
118;0.8774000000190735;0.9846143282318115;0.5955;2.5456019802093506
119;0.879500000038147;0.9730116599273682;0.629;2.381748401260376
120;0.8791199999809265;0.9752866045761108;0.6277;2.3120064174652097
121;0.878420000038147;0.9785088615989685;0.6128;2.4707697299957276
122;0.8763399999809265;0.9783362725067138;0.5916;2.6730570119857786
123;0.8822;0.9639821821403504;0.619;2.386174928855896
124;0.88108;0.9648163777160644;0.6177;2.4831622417449952
125;0.88004;0.9663996631622315;0.6102;2.4963993885040283
126;0.884;0.9572065285873413;0.6287;2.2701114345550537
127;0.88348;0.9593123140144348;0.6337;2.2776384466171264
128;0.882240000038147;0.9584337111663819;0.6313;2.3614083011627196
129;0.8844799999809265;0.9505721828079223;0.6136;2.4854536026000975
130;0.881599999961853;0.9542972767639161;0.6226;2.330646551513672
131;0.8847800000381469;0.9489088767814636;0.6215;2.450139129638672
132;0.8843200000190735;0.9478511011123657;0.6325;2.422192872619629
133;0.885940000038147;0.9397913947105407;0.6144;2.4460186683654785
134;0.883639999961853;0.9444080925750732;0.6185;2.4469947868347166
135;0.8859800000381469;0.9446827112579346;0.6061;2.5862572135925292
136;0.88738;0.9377500476646423;0.6185;2.471608543395996
137;0.8856599999809265;0.9342669904708862;0.6266;2.3929178524017334
138;0.8861600000190735;0.9353563997268677;0.6306;2.239335091781616
139;0.8881000000381469;0.9372349153137207;0.6179;2.4078251052856445
140;0.88894;0.9296437861633301;0.6217;2.407149498748779
